INFO:root:No suitable token exists in cache. Let's get a new one from AAD.
INFO:root:1609242484.0089018,b'ahmadchaiban',25,0,1;
INFO:root:1609242484.3611689,b'ahmadchaiban',25,0,1;
INFO:root:1609242484.928889,b'ahmadchaiban',25,0,1;
INFO:root:1609242485.230541,b'ahmadchaiban',25,0,1;
INFO:root:1609242485.758945,b'ahmadchaiban',25,0,1;
INFO:root:1609242486.012091,b'ahmadchaiban',25,0,1;
INFO:root:1609242486.517466,b'ahmadchaiban',25,0,1;
INFO:root:1609242486.7993789,b'ahmadchaiban',25,0,1;
INFO:root:1609242487.3175879,b'ahmadchaiban',25,0,1;
INFO:root:1609242487.5890439,b'ahmadchaiban',25,0,1;
INFO:root:1609242488.177742,b'ahmadchaiban',25,0,1;
INFO:root:1609242488.547767,b'ahmadchaiban',25,0,1;
INFO:root:1609242489.111598,b'ahmadchaiban',25,0,1;
INFO:root:1609242489.435232,b'ahmadchaiban',25,0,1;
INFO:root:1609242489.967202,b'ahmadchaiban',25,0,1;
INFO:root:1609242490.2528799,b'ahmadchaiban',25,0,1;
INFO:root:1609242490.80083,b'ahmadchaiban',25,0,1;
INFO:root:1609242491.0793731,b'ahmadchaiban',25,0,1;
INFO:root:1609242491.62655,b'ahmadchaiban',25,0,1;
INFO:root:1609242491.9843562,b'ahmadchaiban',25,0,1;
INFO:root:1609242492.526027,b'ahmadchaiban',25,0,1;
INFO:root:1609242492.8776782,b'ahmadchaiban',25,0,1;
INFO:root:1609242493.438695,b'ahmadchaiban',25,0,1;
INFO:root:1609242493.7273211,b'ahmadchaiban',25,0,1;
INFO:root:1609242494.262131,b'ahmadchaiban',25,0,1;
INFO:root:1609242494.5498822,b'ahmadchaiban',25,0,1;
INFO:root:1609242495.045737,b'ahmadchaiban',25,0,1;
INFO:root:1609242495.349024,b'ahmadchaiban',25,0,1;
INFO:root:1609242495.893918,b'ahmadchaiban',25,0,1;
INFO:root:1609242496.2040372,b'ahmadchaiban',25,0,1;
INFO:root:1609242496.702422,b'ahmadchaiban',25,0,1;
INFO:root:1609242496.9964318,b'ahmadchaiban',25,0,1;
INFO:root:1609242497.489752,b'ahmadchaiban',25,0,1;
INFO:root:1609242497.778198,b'ahmadchaiban',25,0,1;
INFO:root:1609242498.288584,b'ahmadchaiban',25,0,1;
INFO:root:1609242498.580294,b'ahmadchaiban',25,0,1;
INFO:root:1609242499.1200051,b'ahmadchaiban',25,0,1;
INFO:root:1609242499.4525251,b'ahmadchaiban',25,0,1;
INFO:root:1609242499.974707,b'ahmadchaiban',25,0,1;
INFO:root:1609242500.273119,b'ahmadchaiban',25,0,1;
INFO:root:1609242500.870047,b'ahmadchaiban',25,0,1;
INFO:root:1609242501.1984692,b'ahmadchaiban',25,0,1;
INFO:root:Timestamp,username,risk score,background actors,unauthorized detections
INFO:root:No suitable token exists in cache. Let's get a new one from AAD.
INFO:root:Timestamp,username,risk score,background actors,unauthorized detections
INFO:root:No suitable token exists in cache. Let's get a new one from AAD.
INFO:root:1609244013.784734,b'ahmadchaiban',25,0,1
INFO:root:1609244014.276526,b'ahmadchaiban',25,0,1
INFO:root:1609244014.8385868,b'ahmadchaiban',25,0,1
INFO:root:1609244015.2098,b'ahmadchaiban',25,0,1
INFO:root:1609244015.8277068,b'ahmadchaiban',25,0,1
INFO:root:1609244016.159327,b'ahmadchaiban',25,0,1
INFO:root:1609244016.765397,b'ahmadchaiban',25,0,1
INFO:root:1609244017.0763772,b'ahmadchaiban',25,0,1
INFO:root:1609244017.6250439,b'ahmadchaiban',25,0,1
INFO:root:1609244017.924352,b'ahmadchaiban',25,0,1
INFO:root:1609244018.454931,b'ahmadchaiban',25,0,1
INFO:root:1609244018.7186189,b'ahmadchaiban',25,0,1
INFO:root:1609244019.244148,b'ahmadchaiban',25,0,1
INFO:root:1609244019.5469482,b'ahmadchaiban',25,0,1
INFO:root:1609244020.059424,b'ahmadchaiban',25,0,1
INFO:root:1609244020.331014,b'ahmadchaiban',25,0,1
INFO:root:1609244020.8620648,b'ahmadchaiban',25,0,1
INFO:root:1609244021.112586,b'ahmadchaiban',25,0,1
INFO:root:1609244021.6212559,b'ahmadchaiban',25,0,1
INFO:root:1609244021.9138691,b'ahmadchaiban',25,0,1
INFO:root:1609244022.405653,b'ahmadchaiban',25,0,1
INFO:root:1609244022.66857,b'ahmadchaiban',25,0,1
INFO:root:1609244023.173986,b'ahmadchaiban',25,0,1
INFO:root:1609244023.450571,b'ahmadchaiban',25,0,1
INFO:root:1609244023.9548259,b'ahmadchaiban',25,0,1
INFO:root:1609244024.254081,b'ahmadchaiban',25,0,1
INFO:root:1609244024.753066,b'ahmadchaiban',25,0,1
INFO:root:1609244025.011584,b'ahmadchaiban',25,0,1
INFO:root:1609244025.5121,b'ahmadchaiban',25,0,1
INFO:root:1609244025.798906,b'ahmadchaiban',25,0,1
INFO:root:1609244026.2969432,b'ahmadchaiban',25,0,1
INFO:root:1609244026.585207,b'ahmadchaiban',25,0,1
INFO:root:1609244027.155146,b'ahmadchaiban',25,0,1
INFO:root:1609244027.4564102,b'ahmadchaiban',25,0,1
INFO:root:1609244028.008128,b'ahmadchaiban',25,0,1
INFO:root:1609244028.320239,b'ahmadchaiban',25,0,1
INFO:root:No suitable token exists in cache. Let's get a new one from AAD.
INFO:root:1609244132.941072,b'ahmadchaiban',25,0,1
INFO:root:1609244133.245386,b'ahmadchaiban',25,0,1
INFO:root:1609244133.772247,b'ahmadchaiban',25,0,1
INFO:root:1609244134.065706,b'ahmadchaiban',25,0,1
INFO:root:1609244134.599829,b'ahmadchaiban',25,0,1
INFO:root:1609244134.912034,b'ahmadchaiban',25,0,1
INFO:root:1609244135.5981839,b'ahmadchaiban',25,0,1
INFO:root:1609244136.014486,b'ahmadchaiban',25,0,1
INFO:root:1609244136.643949,b'ahmadchaiban',25,0,1
INFO:root:1609244137.015073,b'ahmadchaiban',25,0,1
INFO:root:1609244137.565511,b'ahmadchaiban',25,0,1
INFO:root:1609244137.859415,b'ahmadchaiban',25,0,1
INFO:root:1609244138.396171,b'ahmadchaiban',25,0,1
INFO:root:1609244138.690746,b'ahmadchaiban',25,0,1
INFO:root:1609244139.177187,b'ahmadchaiban',25,0,1
INFO:root:1609244139.4719648,b'ahmadchaiban',25,0,1
INFO:root:1609244140.0410812,b'ahmadchaiban',25,0,1
INFO:root:1609244140.35511,b'ahmadchaiban',25,0,1
INFO:root:1609244140.8920162,b'ahmadchaiban',25,0,1
INFO:root:1609244141.188194,b'ahmadchaiban',25,0,1
INFO:root:No suitable token exists in cache. Let's get a new one from AAD.
INFO:root:1609253321.9546292,b'ahmadchaiban',0,0,0
INFO:root:1609253322.134285,b'ahmadchaiban',0,0,0
INFO:root:1609253322.62192,b'ahmadchaiban',5,1,0
INFO:root:1609253322.784776,b'ahmadchaiban',5,1,0
INFO:root:1609253323.1372302,b'ahmadchaiban',5,1,0
INFO:root:1609253323.322133,b'ahmadchaiban',5,1,0
INFO:root:1609253323.734848,b'ahmadchaiban',15,0,1
INFO:root:1609253323.9184132,b'ahmadchaiban',15,0,1
INFO:root:1609253324.4631839,b'ahmadchaiban',15,0,1
INFO:root:1609253324.6195168,b'ahmadchaiban',15,0,1
INFO:root:1609253325.0409222,b'ahmadchaiban',15,0,1
INFO:root:1609253325.199127,b'ahmadchaiban',15,0,1
INFO:root:1609253326.0134542,b'ahmadchaiban',15,0,1
INFO:root:1609253326.18707,b'ahmadchaiban',15,0,1
INFO:root:1609253326.666066,b'ahmadchaiban',25,0,1
INFO:root:1609253326.924413,b'ahmadchaiban',25,0,1
INFO:root:1609253327.44065,b'ahmadchaiban',25,0,1
INFO:root:1609253327.7114758,b'ahmadchaiban',25,0,1
INFO:root:1609253328.109459,b'ahmadchaiban',25,0,1
INFO:root:1609253328.378363,b'ahmadchaiban',25,0,1
INFO:root:1609253328.871181,b'ahmadchaiban',25,0,1
INFO:root:1609253329.123183,b'ahmadchaiban',25,0,1
INFO:root:1609253329.665386,b'ahmadchaiban',25,0,1
INFO:root:1609253329.962187,b'ahmadchaiban',25,0,1
INFO:root:1609253330.3700721,b'ahmadchaiban',15,0,1
INFO:root:1609253330.545887,b'ahmadchaiban',15,0,1
INFO:root:1609253330.969296,b'ahmadchaiban',15,0,1
INFO:root:No suitable token exists in cache. Let's get a new one from AAD.
INFO:root:1609253447.104075,b'ahmadchaiban',0,0,0
INFO:root:1609253447.2969239,b'ahmadchaiban',0,0,0
ERROR:app:Exception on /processImage [POST]
Traceback (most recent call last):
  File "/Users/ahmadchaiban/opt/anaconda3/lib/python3.7/site-packages/flask/app.py", line 2447, in wsgi_app
    response = self.full_dispatch_request()
  File "/Users/ahmadchaiban/opt/anaconda3/lib/python3.7/site-packages/flask/app.py", line 1952, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/Users/ahmadchaiban/opt/anaconda3/lib/python3.7/site-packages/flask_cors/extension.py", line 161, in wrapped_function
    return cors_after_request(app.make_response(f(*args, **kwargs)))
  File "/Users/ahmadchaiban/opt/anaconda3/lib/python3.7/site-packages/flask/app.py", line 1821, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/Users/ahmadchaiban/opt/anaconda3/lib/python3.7/site-packages/flask/_compat.py", line 39, in reraise
    raise value
